#https://volby.cz/pls/ps2013/ps111?xjazyk=CZ&xkraj=1&xstrana=0&xv=1&xt=1
cislo;strana;porc;jmeno;vek;nav;pol;abs;rel;man;porman
21;KSČM;30;Kvapil Jaroslav Bc. DiS.;35;KSČM;KSČM;432;0,86;-;28
20;ANO 2011;6;Kvíčala Petr Mgr.;38;ANO 2011;ANO 2011;1181;1,22;-;1
2;Svobodní;15;Kykalová Ramešová Kateřina;48;Svobodní;Svobodní;146;0,66;-;-
12;PB;19;Kyprý Daniel;27;PB;BEZPP;5;0,40;-;-
21;KSČM;27;Kyselý Vít Ing.;50;KSČM;BEZPP;191;0,38;-;25
9;Změna;18;Lábusová Jana;25;Změna;BEZPP;24;0,54;-;-
9;Změna;16;Lábusová Markéta Bc.;30;Změna;BEZPP;37;0,84;-;-
20;ANO 2011;13;Lacko Radek Ing.;45;ANO 2011;ANO 2011;995;1,03;-;8
20;ANO 2011;35;Landa Martin;29;ANO 2011;ANO 2011;259;0,26;-;30
4;TOP 09;15;Lapáček Jakub Mgr.;32;TOP 09;TOP 09;1224;0,90;-;8
4;TOP 09;5;Laudát František Ing.;53;TOP 09;TOP 09;2867;2,12;*;5
22;LEV 21;31;Lávičková Iva;22;LEV 21;BEZPP;3;0,79;-;-
21;KSČM;7;Ledl Lubomír JUDr.;61;KSČM;SDS;862;1,72;-;5
11;KDU-ČSL;18;Ledvinová Jarmila;40;KDU-ČSL;KDU-ČSL;115;0,35;-;17
15;SPOZ;6;Legierská Yvona Ing.;57;SPOZ;BEZPP;129;2,37;-;-
9;Změna;32;Lejtnar Vladimír;33;Změna;BEZPP;22;0,49;-;-
22;LEV 21;8;Lešek Pavel Ing.;62;LEV 21;LEV 21;3;0,79;-;-
5;HLVZHŮRU;32;Lhoták Radim Mgr.;60;HLVZHŮRU;BEZPP;32;1,23;-;-
24;KČ;7;Lieberzeit Michal BcA.;29;KČ;KČ;33;2,73;-;-
2;Svobodní;23;Liegert Filip Ing.;34;Svobodní;Svobodní;81;0,36;-;-
10;SsČR;13;Linek Ladislav Ing.;54;SsČR;SsČR;10;1,35;-;-
17;Úsvit;8;Liška Milan;57;Úsvit;BEZPP;186;0,99;-;7
23;SZ;1;Liška Ondřej Mgr.;36;SZ;SZ;10590;27,95;-;-
21;KSČM;33;Lojda František;59;KSČM;KSČM;162;0,32;-;31
12;PB;23;Lokajová Ellen;54;PB;BEZPP;14;1,14;-;-
5;HLVZHŮRU;6;Lucák Jozef;28;HLVZHŮRU;PSZ;11;0,42;-;-
6;ODS;19;Ludková Vladimíra Mgr.;34;ODS;ODS;2428;3,44;-;15
17;Úsvit;15;Ludvík Tomáš;32;Úsvit;BEZPP;99;0,52;-;14
12;PB;22;Lukáček Petr;54;PB;BEZPP;1;0,08;-;-
22;LEV 21;24;Lukášová Eva;65;LEV 21;LEV 21;1;0,26;-;-
24;KČ;24;Lukavec Petr Ing.;75;KČ;BEZPP;6;0,49;-;-
24;KČ;12;Lutovský Michal PhDr.;52;KČ;KČ;35;2,90;-;-
21;KSČM;12;Macek Milan RNDr. CSc.;56;KSČM;KSČM;999;1,99;-;10
12;PB;26;Macek Pavel;50;PB;BEZPP;5;0,40;-;-
15;SPOZ;28;Macíková Monika;40;SPOZ;SPOZ;12;0,22;-;-
3;Piráti;10;Mahrik Viktor;31;Piráti;Piráti;216;1,01;-;-
2;Svobodní;1;Mach Petr Ing. Ph.D.;38;Svobodní;Svobodní;3945;18,00;-;-
12;PB;18;Macháček Václav;36;PB;BEZPP;0;0,00;-;-
1;ČSSD;23;Majerová Lenka Ing.;69;ČSSD;ČSSD;557;0,67;-;19
6;ODS;31;Mallotová Helena Mgr.;69;ODS;ODS;520;0,73;-;27
22;LEV 21;22;Malsa Jan Ing.;56;LEV 21;LEV 21;5;1,32;-;-
1;ČSSD;29;Mandík Miloslav MUDr.;47;ČSSD;ČSSD;2375;2,87;-;25
10;SsČR;17;Marek Ladislav;61;SsČR;SsČR;4;0,54;-;-
11;KDU-ČSL;7;Mareš Pavel Mgr.;37;KDU-ČSL;KDU-ČSL;1325;4,13;-;7
1;ČSSD;11;Marksová Michaela Mgr.;44;ČSSD;ČSSD;3283;3,97;-;8
11;KDU-ČSL;30;Martínek Jan;24;KDU-ČSL;KDU-ČSL;191;0,59;-;29
24;KČ;17;Martínek Zdeněk;67;KČ;KČ;8;0,66;-;-
17;Úsvit;10;Mařík Jakub;30;Úsvit;BEZPP;370;1,97;-;9
15;SPOZ;27;Mařík Milan Ing.;53;SPOZ;SPOZ;23;0,42;-;-
16;OBČ_2011;7;Matějková Jana;55;OBČ_2011;BEZPP;9;1,97;-;-
1;ČSSD;17;Matonoha Drahoslav Ing.;56;ČSSD;ČSSD;927;1,12;-;13
12;PB;15;Matoušek František;41;PB;BEZPP;2;0,16;-;-
3;Piráti;21;Matoušek Josef;57;Piráti;BEZPP;450;2,11;-;-
13;Suveren.;30;Matoušková Ludmila;64;Suveren.;BEZPP;8;1,00;-;-
9;Změna;7;Melena Ondřej Bc.;29;Změna;BEZPP;65;1,47;-;-
12;PB;34;Menčík Jan;54;PB;BEZPP;3;0,24;-;-
20;ANO 2011;36;Menšík Radim Ing.;67;ANO 2011;ANO 2011;333;0,34;-;31
6;ODS;17;Menzelová Blanka Ing.;56;ODS;ODS;644;0,91;-;13
10;SsČR;6;Merhaut Marek PhDr. Ph.D., MBA;48;SsČR;SsČR;21;2,84;-;-
1;ČSSD;16;Miffek Ondřej Ing. Ph.D.;31;ČSSD;ČSSD;965;1,16;-;12
3;Piráti;7;Michailidu Jana;23;Piráti;Piráti;371;1,73;-;-
20;ANO 2011;29;Michal Tomáš Ing.;35;ANO 2011;ANO 2011;147;0,15;-;24
3;Piráti;3;Michálek Jakub Mgr. Bc.;24;Piráti;Piráti;1807;8,47;-;-
12;PB;8;Mikeš Milan Mgr. Bc.;42;PB;BEZPP;11;0,89;-;-
3;Piráti;11;Mikoláš Ivan Ing.;48;Piráti;Piráti;249;1,16;-;-
2;Svobodní;17;Mikulášek Pavel Ing.;47;Svobodní;Svobodní;91;0,41;-;-
22;LEV 21;15;Mikulcová Monika;30;LEV 21;LEV 21;6;1,59;-;-
2;Svobodní;32;Miňovská Veronika Ing.;26;Svobodní;Svobodní;144;0,65;-;-
23;SZ;5;Mirovský Ondřej Mgr. MEM;34;SZ;SZ;1658;4,37;-;-
17;Úsvit;33;Mlčoch Jan;35;Úsvit;BEZPP;132;0,70;-;32
18;DSSS;7;Moravcová Tereza;22;DSSS;BEZPP;39;1,57;-;-
21;KSČM;21;Moučková Miroslava PhDr.;59;KSČM;KSČM;650;1,30;-;19
22;LEV 21;33;Müller Jiří;61;LEV 21;LEV 21;3;0,79;-;-
18;DSSS;12;Müller Milan;59;DSSS;DSSS;19;0,76;-;-
11;KDU-ČSL;19;Müller Miloslav RNDr. Ph.D.;37;KDU-ČSL;KDU-ČSL;613;1,91;-;18
13;Suveren.;21;Munzarová Alena;40;Suveren.;BEZPP;8;1,00;-;-
22;LEV 21;21;Musil Jaroslav;38;LEV 21;LEV 21;3;0,79;-;-
12;PB;21;Musil Věroslav;24;PB;BEZPP;12;0,97;-;-
4;TOP 09;31;Mužík Vladimír Bc.;39;TOP 09;TOP 09;365;0,27;-;24
10;SsČR;31;Nakladov Boris Mgr.;67;SsČR;SsČR;1;0,13;-;-
4;TOP 09;22;Narovec Michal Ing.;40;TOP 09;TOP 09;309;0,22;-;15
10;SsČR;4;Navrátilová Dagmar Mgr.;47;SsČR;LIDEM;21;2,84;-;-
5;HLVZHŮRU;36;Nedvěd Jaroslav;42;HLVZHŮRU;UNP;24;0,92;-;-
22;LEV 21;26;Nedvěd Karel;76;LEV 21;LEV 21;1;0,26;-;-
23;SZ;35;Nechvátal Antonín MUDr.;49;SZ;SZ;290;0,76;-;-
6;ODS;1;Němcová Miroslava;60;ODS;ODS;26866;38,17;*;1
13;Suveren.;11;Němec Vladimír;65;Suveren.;Suveren.;4;0,50;-;-
24;KČ;19;Němec Vladimír MUDr.;57;KČ;KČ;21;1,74;-;-
13;Suveren.;8;Němečková Eva Ing.;43;Suveren.;BEZPP;18;2,25;-;-
15;SPOZ;3;Nemrah Zakaría;23;SPOZ;SPOZ;251;4,62;-;-
21;KSČM;29;Neubert Milan RNDr.;58;KSČM;SDS;305;0,61;-;27
9;Změna;28;Neumannová Alice;63;Změna;BEZPP;9;0,20;-;-
12;PB;24;Nosek Zdeněk;52;PB;BEZPP;1;0,08;-;-
23;SZ;29;Novák Adam Mgr.;31;SZ;SZ;35;0,09;-;-
15;SPOZ;25;Novák Petr;57;SPOZ;BEZPP;28;0,51;-;-
17;Úsvit;27;Novák Tomáš;43;Úsvit;BEZPP;78;0,41;-;26
13;Suveren.;23;Novák Vlastimil;45;Suveren.;BEZPP;1;0,12;-;-
1;ČSSD;4;Nováková Hana;55;ČSSD;ČSSD;3231;3,90;-;1
22;LEV 21;17;Novotný Lubomír PhDr.;68;LEV 21;LEV 21;4;1,06;-;-
20;ANO 2011;10;Novotný Petr Mgr.;28;ANO 2011;ANO 2011;911;0,94;-;5
18;DSSS;8;Nový Jaroslav;53;DSSS;DSSS;20;0,80;-;-
4;TOP 09;24;Nowaková Těmínová Jana JUDr.;50;TOP 09;TOP 09;660;0,48;-;17
24;KČ;29;Nývlt Zdeněk;55;KČ;BEZPP;3;0,24;-;-
22;LEV 21;5;Obst Lukáš Bc.;28;LEV 21;LEV 21;4;1,06;-;-
5;HLVZHŮRU;13;Olišar Martin Ing.;37;HLVZHŮRU;BEZPP;11;0,42;-;-
9;Změna;25;Opolecký Hynek Bc.;28;Změna;HS;19;0,43;-;-
1;ČSSD;6;Oubrechtová Miroslava;53;ČSSD;ČSSD;1013;1,22;-;3
20;ANO 2011;19;Oupic Jaroslav Ing.;59;ANO 2011;ANO 2011;135;0,13;-;14
24;KČ;21;Ovčarova Vilma MUDr.;67;KČ;BEZPP;11;0,91;-;-
1;ČSSD;18;Paclík Leoš;35;ČSSD;ČSSD;637;0,77;-;14
9;Změna;26;Paďourková Lucie;31;Změna;BEZPP;11;0,24;-;-
10;SsČR;36;Paggio Viktor;32;SsČR;LIDEM;12;1,62;-;-
4;TOP 09;27;Pasiarová Naděžda;57;TOP 09;TOP 09;812;0,60;-;20
6;ODS;36;Paulus Libor Mgr.;42;ODS;ODS;500;0,71;-;32
6;ODS;24;Pavlíčková Kateřina MUDr.;61;ODS;ODS;869;1,23;-;20
5;HLVZHŮRU;23;Pavlíková Hana Mgr.;46;HLVZHŮRU;BEZPP;42;1,62;-;-
5;HLVZHŮRU;18;Pavlů René;48;HLVZHŮRU;BEZPP;31;1,19;-;-
11;KDU-ČSL;22;Pavlů Tomáš Mgr.;47;KDU-ČSL;KDU-ČSL;246;0,76;-;21
4;TOP 09;4;Pecková Gabriela MUDr.;56;TOP 09;TOP 09;5502;4,07;*;4
24;KČ;14;Pejřimovský Josef Mgr. Ing.;68;KČ;KČ;22;1,82;-;-
20;ANO 2011;21;Pekar Vasil Silvestr Ing. Ph.D.;67;ANO 2011;ANO 2011;262;0,27;-;16
22;LEV 21;6;Pelc Vladimír PhDr.;59;LEV 21;LEV 21;6;1,59;-;-
6;ODS;28;Perlín Radim RNDr. Ph.D.;51;ODS;ODS;1039;1,47;-;24
2;Svobodní;10;Pešan Pavel Bc.;39;Svobodní;Svobodní;97;0,44;-;-
1;ČSSD;20;Peštová Kateřina;30;ČSSD;ČSSD;1401;1,69;-;16
21;KSČM;13;Petelík Jaromír Mgr.;30;KSČM;KSČM;966;1,93;-;11
4;TOP 09;36;Petr Jan Mgr.;34;TOP 09;TOP 09;413;0,30;-;29
5;HLVZHŮRU;29;Petr Miloš Ing.;26;HLVZHŮRU;BEZPP;21;0,81;-;-
9;Změna;4;Petráň Zdeněk MUDr.;60;Změna;BEZPP;142;3,22;-;-
1;ČSSD;10;Petrus Roman;35;ČSSD;ČSSD;1082;1,30;-;7
17;Úsvit;16;Petřina Martin Ing.;34;Úsvit;BEZPP;142;0,75;-;15
18;DSSS;1;Petřivalský Jiří;30;DSSS;DSSS;174;7,03;-;-
11;KDU-ČSL;8;Philipp Tom MUDr. Ph.D., MBA;44;KDU-ČSL;KDU-ČSL;1785;5,56;-;5
23;SZ;18;Picková Ilona Ing.;46;SZ;SZ;188;0,49;-;-
11;KDU-ČSL;28;Pikálek Dan Bc.;42;KDU-ČSL;KDU-ČSL;218;0,68;-;27
13;Suveren.;29;Pilařová Gabriela;34;Suveren.;BEZPP;7;0,87;-;-
20;ANO 2011;33;Pistora Zdeněk Ing.;54;ANO 2011;ANO 2011;197;0,20;-;28
4;TOP 09;8;Plíšek Martin Mgr.;38;TOP 09;TOP 09;1866;1,38;-;1
12;PB;31;Plzák Petr;52;PB;BEZPP;6;0,48;-;-
3;Piráti;12;Podhajský Jan Mgr.;37;Piráti;Piráti;348;1,63;-;-
23;SZ;32;Pokorná Martina Mgr.;42;SZ;SZ;207;0,54;-;-
22;LEV 21;9;Pokorný Libor Ing.;57;LEV 21;LEV 21;6;1,59;-;-
20;ANO 2011;20;Polách Martin Ing. arch.;34;ANO 2011;ANO 2011;727;0,75;-;15
6;ODS;12;Polák Ferdinand MUDr. Ph.D.;41;ODS;ODS;3006;4,27;-;8
3;Piráti;14;Polák Michael;39;Piráti;Piráti;201;0,94;-;-
2;Svobodní;5;Polanecký Jan Ing.;36;Svobodní;Svobodní;479;2,18;-;-
4;TOP 09;2;Polčák Stanislav JUDr.;33;TOP 09;STAN;9004;6,66;*;2
22;LEV 21;10;Pondělíček Jiří;49;LEV 21;LEV 21;7;1,86;-;-
12;PB;25;Popelka Mirko;42;PB;BEZPP;1;0,08;-;-
2;Svobodní;7;Potužník Petr MUDr.;44;Svobodní;Svobodní;500;2,28;-;-
10;SsČR;11;Princová Kristina;59;SsČR;BEZPP;10;1,35;-;-
3;Piráti;4;Profant Ondřej;25;Piráti;Piráti;750;3,51;-;-
24;KČ;16;Procházka Jan Mgr.;27;KČ;BEZPP;13;1,07;-;-
13;Suveren.;25;Procházka Jindřich;57;Suveren.;BEZPP;1;0,12;-;-
11;KDU-ČSL;21;Procházková Tereza Bc.;26;KDU-ČSL;KDU-ČSL;300;0,93;-;20
5;HLVZHŮRU;16;Prokešová Jana Mgr.;43;HLVZHŮRU;BEZPP;76;2,93;-;-
20;ANO 2011;27;Prokop Josef MVDr.;58;ANO 2011;ANO 2011;714;0,73;-;22
22;LEV 21;23;Prokop Václav;66;LEV 21;LEV 21;2;0,53;-;-
12;PB;33;Prokop Zdeněk;49;PB;BEZPP;1;0,08;-;-
10;SsČR;5;Promberger Jiří Mgr.;65;SsČR;SsČR;13;1,76;-;-
15;SPOZ;7;Pršala Pavel Ing. CSc.;61;SPOZ;SPOZ;154;2,83;-;-
9;Změna;5;Průdková Ludmila Ing.;56;Změna;BEZPP;55;1,24;-;-
18;DSSS;9;Puč Petr;51;DSSS;DSSS;63;2,54;-;-
22;LEV 21;32;Pucholt Milan;42;LEV 21;LEV 21;0;0,00;-;-
5;HLVZHŮRU;10;Pulec Petr;43;HLVZHŮRU;UNP;40;1,54;-;-
20;ANO 2011;11;Pulgret Karel;33;ANO 2011;ANO 2011;297;0,30;-;6
13;Suveren.;5;Purnoch Milan Mgr.;51;Suveren.;BEZPP;13;1,62;-;-
13;Suveren.;14;Pýcha Miroslav Ing.;56;Suveren.;BEZPP;3;0,37;-;-
23;SZ;31;Radil Jan Bc.;29;SZ;SZ;41;0,10;-;-
9;Změna;22;Radinová Svatava;36;Změna;BEZPP;13;0,29;-;-
24;KČ;11;Raschel Petr JUDr.;60;KČ;BEZPP;24;1,99;-;-
11;KDU-ČSL;2;Rázková Daniela PhDr.;51;KDU-ČSL;KDU-ČSL;2258;7,04;-;4
6;ODS;23;Recman Jan Mgr.;32;ODS;ODS;578;0,82;-;19
16;OBČ_2011;9;Reiman Josef;71;OBČ_2011;BEZPP;6;1,31;-;-
9;Změna;34;Reimann Zdeněk;71;Změna;BEZPP;6;0,13;-;-
23;SZ;16;Rejchrtová Alžběta Mgr.;66;SZ;SZ;455;1,20;-;-
23;SZ;26;Rejchrtová Petra Mgr.;44;SZ;SZ;270;0,71;-;-
10;SsČR;10;Rejmon Jiří;57;SsČR;SsČR;17;2,30;-;-
23;SZ;22;Rendlová Simona Ing.;54;SZ;SZ;201;0,53;-;-
1;ČSSD;27;Riedlbauchová Ľubica Mgr.;69;ČSSD;ČSSD;381;0,46;-;23
1;ČSSD;34;Rödig Daniel Ing.;37;ČSSD;ČSSD;279;0,33;-;30
9;Změna;10;Rösslerová Regina;53;Změna;KH;38;0,86;-;-
22;LEV 21;36;Rostašová Edita;51;LEV 21;LEV 21;1;0,26;-;-
11;KDU-ČSL;24;Rousková Ivana;48;KDU-ČSL;KDU-ČSL;239;0,74;-;23
13;Suveren.;6;Ruml Vladimír Bc.;25;Suveren.;BEZPP;17;2,13;-;-
23;SZ;13;Rut Ondřej Mgr.;31;SZ;SZ;630;1,66;-;-
17;Úsvit;12;Růžek Jaroslav Ing. CSc.;60;Úsvit;BEZPP;194;1,03;-;11
20;ANO 2011;14;Růžička Martin Bc.;29;ANO 2011;ANO 2011;217;0,22;-;9
2;Svobodní;20;Růžička Zdislav;63;Svobodní;Svobodní;94;0,42;-;-
2;Svobodní;30;Rybář Jiří;25;Svobodní;Svobodní;80;0,36;-;-
20;ANO 2011;30;Rýdl Karel Bc.;28;ANO 2011;ANO 2011;175;0,18;-;25
24;KČ;10;Ryšavá Romana;50;KČ;BEZPP;16;1,32;-;-
20;ANO 2011;12;Říčař Jan MBA;29;ANO 2011;ANO 2011;552;0,57;-;7
13;Suveren.;9;Říha Jakub MUDr.;42;Suveren.;BEZPP;16;2,00;-;-
11;KDU-ČSL;15;Říha Vladimír MUDr.;64;KDU-ČSL;KDU-ČSL;991;3,09;-;14
11;KDU-ČSL;10;Řivnáčová Irena Ing.;64;KDU-ČSL;KDU-ČSL;323;1,00;-;9
5;HLVZHŮRU;9;Satran Eugen;26;HLVZHŮRU;UNP;24;0,92;-;-
2;Svobodní;34;Sečkár Alois Bc.;25;Svobodní;Svobodní;101;0,46;-;-
15;SPOZ;10;Sekera Tomáš Mgr. MBA;48;SPOZ;SPOZ;110;2,02;-;-
13;Suveren.;26;Semecký Marcel;51;Suveren.;Suveren.;3;0,37;-;-
21;KSČM;1;Semelová Marta Mgr.;53;KSČM;KSČM;3291;6,58;*;2
6;ODS;27;Scholz Petr;24;ODS;ODS;719;1,02;-;23
4;TOP 09;13;Schwarz Otto MUDr.;60;TOP 09;TOP 09;2442;1,80;-;6
4;TOP 09;1;Schwarzenberg Karel;75;TOP 09;TOP 09;37794;27,97;*;1
9;Změna;19;Sikora Roman MgA.;43;Změna;BEZPP;27;0,61;-;-
2;Svobodní;22;Skalický Jan Ing.;52;Svobodní;Svobodní;80;0,36;-;-
21;KSČM;17;Skoupil Karel;60;KSČM;KSČM;148;0,29;-;15
4;TOP 09;25;Slabihoudek Tomáš;35;TOP 09;TOP 09;508;0,37;-;18
20;ANO 2011;24;Slabý Martin;46;ANO 2011;ANO 2011;201;0,20;-;19
17;Úsvit;21;Sláma Michal;31;Úsvit;BEZPP;110;0,58;-;20
2;Svobodní;2;Smetka Radim;25;Svobodní;Svobodní;752;3,43;-;-
9;Změna;24;Smíšková Zuzana Mgr.;31;Změna;HS;33;0,74;-;-
10;SsČR;22;Smolíková Jaroslava;70;SsČR;BEZPP;1;0,13;-;-
15;SPOZ;2;Smrčka Luboš doc. Ing. CSc.;52;SPOZ;SPOZ;429;7,90;-;-
9;Změna;2;Smrž Milan;65;Změna;"Z";155;3,52;-;-
17;Úsvit;36;Snopek František;38;Úsvit;BEZPP;73;0,38;-;35
18;DSSS;10;Sojka Libor;58;DSSS;DSSS;24;0,97;-;-
5;HLVZHŮRU;11;Solis Daniel Lic. LL.M.;45;HLVZHŮRU;UNP;138;5,32;-;-
4;TOP 09;26;Sova Jan Mgr.;32;TOP 09;TOP 09;570;0,42;-;19
17;Úsvit;13;Spálenka Peter Ing.;66;Úsvit;VV;127;0,67;-;12
17;Úsvit;28;Spilka Petr Bc.;31;Úsvit;BEZPP;63;0,33;-;27
24;KČ;1;Srb Václav;55;KČ;KČ;107;8,87;-;-
17;Úsvit;19;Stach Michal;30;Úsvit;BEZPP;139;0,74;-;18
9;Změna;36;Stach Stanislav Ing. CSc.;76;Změna;BEZPP;10;0,22;-;-
12;PB;6;Staněk František;57;PB;BEZPP;4;0,32;-;-
4;TOP 09;19;Stárek Jan;30;TOP 09;TOP 09;456;0,33;-;12
2;Svobodní;28;Steigerwald Daniel;33;Svobodní;Svobodní;158;0,72;-;-
2;Svobodní;9;Strachota Jiří Mgr. CSc.;66;Svobodní;Svobodní;363;1,65;-;-
9;Změna;23;Strejček Vladimír Mgr.;65;Změna;KH;8;0,18;-;-
23;SZ;7;Stropnický Matěj PhDr.;30;SZ;SZ;3586;9,46;-;-
2;Svobodní;14;Strunz Pavel RNDr. CSc.;49;Svobodní;Svobodní;282;1,28;-;-
13;Suveren.;1;Středa Leoš MUDr.;50;Suveren.;BEZPP;55;6,89;-;-
1;ČSSD;2;Stupčuk Štěpán JUDr.;37;ČSSD;ČSSD;3209;3,88;*;3
3;Piráti;16;Sůra Aleš Ing. Bc.;36;Piráti;Piráti;225;1,05;-;-
10;SsČR;8;Svetlik George;62;SsČR;KONS;18;2,43;-;-
3;Piráti;18;Světnička Karel Mgr. et Bc.;53;Piráti;BEZPP;208;0,97;-;-
6;ODS;2;Svoboda Bohuslav doc. MUDr. CSc.;69;ODS;ODS;14953;21,24;*;2
1;ČSSD;13;Svoboda Miroslav Ing.;51;ČSSD;ČSSD;1392;1,68;-;9
10;SsČR;2;Svoboda Slavomír;58;SsČR;BEZPP;26;3,52;-;-
11;KDU-ČSL;33;Svoboda Tomáš PhDr. Bc. Ph.D.;40;KDU-ČSL;KDU-ČSL;250;0,78;-;32
2;Svobodní;31;Sýkora Petr Mgr.;28;Svobodní;Svobodní;95;0,43;-;-
11;KDU-ČSL;13;Sýkora Petr Ing.;49;KDU-ČSL;KDU-ČSL;273;0,85;-;12
18;DSSS;4;Sýkorová Jana Ing.;45;DSSS;BEZPP;68;2,74;-;-
18;DSSS;6;Szwachulová Ivana;51;DSSS;DSSS;52;2,10;-;-
21;KSČM;25;Šafránek Ladislav Mgr. Ing. CSc., MBA;67;KSČM;KSČM;311;0,62;-;23
10;SsČR;24;Šafránková Milada;45;SsČR;BEZPP;8;1,08;-;-
17;Úsvit;1;Šarapatka Milan Ing. Mgr. Ph.D.;57;Úsvit;BEZPP;1377;7,34;*;1
9;Změna;6;Šatavová Monika;49;Změna;KH;77;1,74;-;-
17;Úsvit;30;Šefl Jakub DiS.;25;Úsvit;BEZPP;125;0,66;-;29
10;SsČR;30;Šefl Ladislav;64;SsČR;SsČR;0;0,00;-;-
17;Úsvit;9;Šefl Petr;61;Úsvit;BEZPP;125;0,66;-;8
11;KDU-ČSL;11;Šimáček Milan Ing. Bc.;51;KDU-ČSL;BEZPP;340;1,06;-;10
23;SZ;20;Šimáčková Laurenčíková Klára Mgr.;34;SZ;SZ;563;1,48;-;-
15;SPOZ;19;Šímová Michaela Ing.;46;SPOZ;SPOZ;32;0,58;-;-
21;KSČM;28;Šimša Petr;40;KSČM;KSČM;257;0,51;-;26
5;HLVZHŮRU;25;Šimůnek Robert;47;HLVZHŮRU;BEZPP;30;1,15;-;-
21;KSČM;14;Šimůnková Lenka;23;KSČM;KSČM;1223;2,44;-;12
15;SPOZ;12;Šimůnková Martina Ing.;49;SPOZ;SPOZ;109;2,00;-;-
20;ANO 2011;25;Širc Jakub;21;ANO 2011;ANO 2011;513;0,53;-;20
1;ČSSD;7;Škrak Pavol Ing.;62;ČSSD;ČSSD;411;0,49;-;4
18;DSSS;22;Šmejkal Rudolf;48;DSSS;BEZPP;14;0,56;-;-
12;PB;20;Šmoldas Josef;60;PB;BEZPP;11;0,89;-;-
18;DSSS;18;Šmolíková Šárka;27;DSSS;DSSS;20;0,80;-;-
4;TOP 09;33;Šnajdr Jan Ing.;42;TOP 09;TOP 09;995;0,73;-;26
12;PB;16;Šnebergová Lenka;54;PB;BEZPP;18;1,46;-;-
12;PB;10;Šnoblová Eva Mgr.;57;PB;BEZPP;23;1,87;-;-
22;LEV 21;7;Šolková Anežka;59;LEV 21;LEV 21;4;1,06;-;-
20;ANO 2011;8;Špaňhel Jiří Ing.;63;ANO 2011;ANO 2011;777;0,80;-;3
17;Úsvit;26;Šperling Josef;41;Úsvit;BEZPP;144;0,76;-;25
20;ANO 2011;18;Špitálská Alena Ing.;61;ANO 2011;ANO 2011;312;0,32;-;13
1;ČSSD;15;Šplíchal Karel PhDr.;66;ČSSD;ČSSD;2117;2,56;-;11
2;Svobodní;8;Špoljarič Damir;25;Svobodní;Svobodní;176;0,80;-;-
24;KČ;15;Šrámek Ferdinand;44;KČ;KČ;26;2,15;-;-
18;DSSS;13;Šrámková Helena;47;DSSS;BEZPP;42;1,69;-;-
21;KSČM;26;Štainc Jiří Mgr.;32;KSČM;KSČM;858;1,71;-;24
2;Svobodní;26;Štampach Tomáš Bc.;29;Svobodní;Svobodní;66;0,30;-;-
5;HLVZHŮRU;19;Štěpánková Hana;35;HLVZHŮRU;BEZPP;10;0,38;-;-
22;LEV 21;19;Šterzlová Daniela;40;LEV 21;LEV 21;8;2,12;-;-
5;HLVZHŮRU;27;Štorek Jiří;44;HLVZHŮRU;SBB;8;0,30;-;-
2;Svobodní;27;Štross Pavel Bc.;26;Svobodní;Svobodní;57;0,26;-;-
18;DSSS;23;Šubrt Jiří;32;DSSS;BEZPP;12;0,48;-;-
5;HLVZHŮRU;26;Šulc Vladimir;48;HLVZHŮRU;SBB;19;0,73;-;-
21;KSČM;5;Šulda Ludvík BBA;34;KSČM;KSČM;1421;2,84;-;3
10;SsČR;15;Šupšák Petr;50;SsČR;SsČR;9;1,21;-;-
6;ODS;18;Švarc František;60;ODS;ODS;841;1,19;-;14
9;Změna;33;Šverma Miroslav;29;Změna;BEZPP;6;0,13;-;-
15;SPOZ;22;Talanda Petr Ing. MBA;50;SPOZ;SPOZ;21;0,38;-;-
12;PB;35;Terč Václav;60;PB;BEZPP;6;0,48;-;-
24;KČ;26;Thurzo Ladislav;62;KČ;KČ;4;0,33;-;-
23;SZ;15;Tišer Stanislav;56;SZ;"SRP";630;1,66;-;-
17;Úsvit;17;Tomášek Přemysl Ing.;59;Úsvit;BEZPP;155;0,82;-;16
22;LEV 21;12;Topinka Petr JUDr.;55;LEV 21;LEV 21;9;2,39;-;-
11;KDU-ČSL;14;Trčková Jitka MgA. ak. soch.;68;KDU-ČSL;KDU-ČSL;324;1,01;-;13
1;ČSSD;8;Trková Jana MUDr.;60;ČSSD;ČSSD;1826;2,20;-;5
23;SZ;19;Trnka Jan MUDr. Ph.D., M.Phil.;35;SZ;SZ;780;2,05;-;-
11;KDU-ČSL;9;Tůmová Pavla RNDr. Ph.D.;39;KDU-ČSL;KDU-ČSL;1104;3,44;-;8
18;DSSS;35;Uhlářová Michaela;21;DSSS;BEZPP;12;0,48;-;-
4;TOP 09;21;Ulm Karel Mgr.;32;TOP 09;TOP 09;1268;0,93;-;14
4;TOP 09;35;Urban Milan Dr. Ing.;53;TOP 09;TOP 09;873;0,64;-;28
5;HLVZHŮRU;28;Urbanová Monika;38;HLVZHŮRU;UNP;11;0,42;-;-
10;SsČR;14;Vacek Jaroslav;62;SsČR;SsČR;11;1,49;-;-
1;ČSSD;14;Václavek Miroslav Ing.;58;ČSSD;ČSSD;1000;1,20;-;10
15;SPOZ;30;Václavík Pavel Bc.;26;SPOZ;SPOZ;28;0,51;-;-
