#https://volby.cz/pls/ps2013/ps111?xjazyk=CZ&xkraj=1&xstrana=0&xv=1&xt=1
cislo;strana;porc;jmeno;vek;nav;pol;abs;rel;man;porman
21;KSCM;27;Kysely Vit Ing.;50;KSCM;BEZPP;191;0,38;-;25
9;Zmena;18;Labusova Jana;25;Zmena;BEZPP;24;0,54;-;-
9;Zmena;16;Labusova Marketa Bc.;30;Zmena;BEZPP;37;0,84;-;-
20;ANO 2011;13;Lacko Radek Ing.;45;ANO 2011;ANO 2011;995;1,03;-;8
20;ANO 2011;35;Landa Martin;29;ANO 2011;ANO 2011;259;0,26;-;30
4;TOP 09;15;Lapacek Jakub Mgr.;32;TOP 09;TOP 09;1224;0,90;-;8
4;TOP 09;5;Laudat Frantisek Ing.;53;TOP 09;TOP 09;2867;2,12;*;5
22;LEV 21;31;Lavickova Iva;22;LEV 21;BEZPP;3;0,79;-;-
21;KSCM;7;Ledl Lubomir JUDr.;61;KSCM;SDS;862;1,72;-;5
11;KDU-CSL;18;Ledvinova Jarmila;40;KDU-CSL;KDU-CSL;115;0,35;-;17
15;SPOZ;6;Legierska Yvona Ing.;57;SPOZ;BEZPP;129;2,37;-;-
9;Zmena;32;Lejtnar Vladimir;33;Zmena;BEZPP;22;0,49;-;-
22;LEV 21;8;Lesek Pavel Ing.;62;LEV 21;LEV 21;3;0,79;-;-
5;HLVZHURU;32;Lhotak Radim Mgr.;60;HLVZHURU;BEZPP;32;1,23;-;-
24;KC;7;Lieberzeit Michal BcA.;29;KC;KC;33;2,73;-;-
2;Svobodni;23;Liegert Filip Ing.;34;Svobodni;Svobodni;81;0,36;-;-
10;SsCR;13;Linek Ladislav Ing.;54;SsCR;SsCR;10;1,35;-;-
17;Usvit;8;Liska Milan;57;Usvit;BEZPP;186;0,99;-;7
23;SZ;1;Liska Ondrej Mgr.;36;SZ;SZ;10590;27,95;-;-
21;KSCM;33;Lojda Frantisek;59;KSCM;KSCM;162;0,32;-;31
12;PB;23;Lokajova Ellen;54;PB;BEZPP;14;1,14;-;-
5;HLVZHURU;6;Lucak Jozef;28;HLVZHURU;PSZ;11;0,42;-;-
6;ODS;19;Ludkova Vladimira Mgr.;34;ODS;ODS;2428;3,44;-;15
17;Usvit;15;Ludvik Tomas;32;Usvit;BEZPP;99;0,52;-;14
12;PB;22;Lukacek Petr;54;PB;BEZPP;1;0,08;-;-
22;LEV 21;24;Lukasova Eva;65;LEV 21;LEV 21;1;0,26;-;-
24;KC;24;Lukavec Petr Ing.;75;KC;BEZPP;6;0,49;-;-
24;KC;12;Lutovsky Michal PhDr.;52;KC;KC;35;2,90;-;-
21;KSCM;12;Macek Milan RNDr. CSc.;56;KSCM;KSCM;999;1,99;-;10
12;PB;26;Macek Pavel;50;PB;BEZPP;5;0,40;-;-
15;SPOZ;28;Macikova Monika;40;SPOZ;SPOZ;12;0,22;-;-
3;Pirati;10;Mahrik Viktor;31;Pirati;Pirati;216;1,01;-;-
2;Svobodni;1;Mach Petr Ing. Ph.D.;38;Svobodni;Svobodni;3945;18,00;-;-
12;PB;18;Machacek Vaclav;36;PB;BEZPP;0;0,00;-;-
1;CSSD;23;Majerova Lenka Ing.;69;CSSD;CSSD;557;0,67;-;19
6;ODS;31;Mallotova Helena Mgr.;69;ODS;ODS;520;0,73;-;27
22;LEV 21;22;Malsa Jan Ing.;56;LEV 21;LEV 21;5;1,32;-;-
1;CSSD;29;Mandik Miloslav MUDr.;47;CSSD;CSSD;2375;2,87;-;25
10;SsCR;17;Marek Ladislav;61;SsCR;SsCR;4;0,54;-;-
11;KDU-CSL;7;Mares Pavel Mgr.;37;KDU-CSL;KDU-CSL;1325;4,13;-;7
1;CSSD;11;Marksova Michaela Mgr.;44;CSSD;CSSD;3283;3,97;-;8
11;KDU-CSL;30;Martinek Jan;24;KDU-CSL;KDU-CSL;191;0,59;-;29
24;KC;17;Martinek Zdenek;67;KC;KC;8;0,66;-;-
17;Usvit;10;Marik Jakub;30;Usvit;BEZPP;370;1,97;-;9
15;SPOZ;27;Marik Milan Ing.;53;SPOZ;SPOZ;23;0,42;-;-
16;OBC_2011;7;Matejkova Jana;55;OBC_2011;BEZPP;9;1,97;-;-
1;CSSD;17;Matonoha Drahoslav Ing.;56;CSSD;CSSD;927;1,12;-;13
12;PB;15;Matousek Frantisek;41;PB;BEZPP;2;0,16;-;-
3;Pirati;21;Matousek Josef;57;Pirati;BEZPP;450;2,11;-;-
13;Suveren.;30;Matouskova Ludmila;64;Suveren.;BEZPP;8;1,00;-;-
9;Zmena;7;Melena Ondrej Bc.;29;Zmena;BEZPP;65;1,47;-;-
12;PB;34;Mencik Jan;54;PB;BEZPP;3;0,24;-;-
20;ANO 2011;36;Mensik Radim Ing.;67;ANO 2011;ANO 2011;333;0,34;-;31
6;ODS;17;Menzelova Blanka Ing.;56;ODS;ODS;644;0,91;-;13
10;SsCR;6;Merhaut Marek PhDr. Ph.D., MBA;48;SsCR;SsCR;21;2,84;-;-
1;CSSD;16;Miffek Ondrej Ing. Ph.D.;31;CSSD;CSSD;965;1,16;-;12
3;Pirati;7;Michailidu Jana;23;Pirati;Pirati;371;1,73;-;-
20;ANO 2011;29;Michal Tomas Ing.;35;ANO 2011;ANO 2011;147;0,15;-;24
3;Pirati;3;Michalek Jakub Mgr. Bc.;24;Pirati;Pirati;1807;8,47;-;-
12;PB;8;Mikes Milan Mgr. Bc.;42;PB;BEZPP;11;0,89;-;-
3;Pirati;11;Mikolas Ivan Ing.;48;Pirati;Pirati;249;1,16;-;-
2;Svobodni;17;Mikulasek Pavel Ing.;47;Svobodni;Svobodni;91;0,41;-;-
22;LEV 21;15;Mikulcova Monika;30;LEV 21;LEV 21;6;1,59;-;-
2;Svobodni;32;Minovska Veronika Ing.;26;Svobodni;Svobodni;144;0,65;-;-
23;SZ;5;Mirovsky Ondrej Mgr. MEM;34;SZ;SZ;1658;4,37;-;-
17;Usvit;33;Mlcoch Jan;35;Usvit;BEZPP;132;0,70;-;32
18;DSSS;7;Moravcova Tereza;22;DSSS;BEZPP;39;1,57;-;-
21;KSCM;21;Mouckova Miroslava PhDr.;59;KSCM;KSCM;650;1,30;-;19
22;LEV 21;33;Muller Jiri;61;LEV 21;LEV 21;3;0,79;-;-
18;DSSS;12;Muller Milan;59;DSSS;DSSS;19;0,76;-;-
11;KDU-CSL;19;Muller Miloslav RNDr. Ph.D.;37;KDU-CSL;KDU-CSL;613;1,91;-;18
13;Suveren.;21;Munzarova Alena;40;Suveren.;BEZPP;8;1,00;-;-
22;LEV 21;21;Musil Jaroslav;38;LEV 21;LEV 21;3;0,79;-;-
12;PB;21;Musil Veroslav;24;PB;BEZPP;12;0,97;-;-
4;TOP 09;31;Muzik Vladimir Bc.;39;TOP 09;TOP 09;365;0,27;-;24
10;SsCR;31;Nakladov Boris Mgr.;67;SsCR;SsCR;1;0,13;-;-
4;TOP 09;22;Narovec Michal Ing.;40;TOP 09;TOP 09;309;0,22;-;15
10;SsCR;4;Navratilova Dagmar Mgr.;47;SsCR;LIDEM;21;2,84;-;-
5;HLVZHURU;36;Nedved Jaroslav;42;HLVZHURU;UNP;24;0,92;-;-
22;LEV 21;26;Nedved Karel;76;LEV 21;LEV 21;1;0,26;-;-
23;SZ;35;Nechvatal Antonin MUDr.;49;SZ;SZ;290;0,76;-;-
6;ODS;1;Nemcova Miroslava;60;ODS;ODS;26866;38,17;*;1
13;Suveren.;11;Nemec Vladimir;65;Suveren.;Suveren.;4;0,50;-;-
24;KC;19;Nemec Vladimir MUDr.;57;KC;KC;21;1,74;-;-
13;Suveren.;8;Nemeckova Eva Ing.;43;Suveren.;BEZPP;18;2,25;-;-
15;SPOZ;3;Nemrah Zakaria;23;SPOZ;SPOZ;251;4,62;-;-
21;KSCM;29;Neubert Milan RNDr.;58;KSCM;SDS;305;0,61;-;27
9;Zmena;28;Neumannova Alice;63;Zmena;BEZPP;9;0,20;-;-
12;PB;24;Nosek Zdenek;52;PB;BEZPP;1;0,08;-;-
23;SZ;29;Novak Adam Mgr.;31;SZ;SZ;35;0,09;-;-
15;SPOZ;25;Novak Petr;57;SPOZ;BEZPP;28;0,51;-;-
17;Usvit;27;Novak Tomas;43;Usvit;BEZPP;78;0,41;-;26
13;Suveren.;23;Novak Vlastimil;45;Suveren.;BEZPP;1;0,12;-;-
1;CSSD;4;Novakova Hana;55;CSSD;CSSD;3231;3,90;-;1
22;LEV 21;17;Novotny Lubomir PhDr.;68;LEV 21;LEV 21;4;1,06;-;-
20;ANO 2011;10;Novotny Petr Mgr.;28;ANO 2011;ANO 2011;911;0,94;-;5
18;DSSS;8;Novy Jaroslav;53;DSSS;DSSS;20;0,80;-;-
4;TOP 09;24;Nowakova Teminova Jana JUDr.;50;TOP 09;TOP 09;660;0,48;-;17
24;KC;29;Nyvlt Zdenek;55;KC;BEZPP;3;0,24;-;-
22;LEV 21;5;Obst Lukas Bc.;28;LEV 21;LEV 21;4;1,06;-;-
5;HLVZHURU;13;Olisar Martin Ing.;37;HLVZHURU;BEZPP;11;0,42;-;-
9;Zmena;25;Opolecky Hynek Bc.;28;Zmena;HS;19;0,43;-;-
1;CSSD;6;Oubrechtova Miroslava;53;CSSD;CSSD;1013;1,22;-;3
20;ANO 2011;19;Oupic Jaroslav Ing.;59;ANO 2011;ANO 2011;135;0,13;-;14
24;KC;21;Ovcarova Vilma MUDr.;67;KC;BEZPP;11;0,91;-;-
1;CSSD;18;Paclik Leos;35;CSSD;CSSD;637;0,77;-;14
9;Zmena;26;Padourkova Lucie;31;Zmena;BEZPP;11;0,24;-;-
10;SsCR;36;Paggio Viktor;32;SsCR;LIDEM;12;1,62;-;-
4;TOP 09;27;Pasiarova Nadezda;57;TOP 09;TOP 09;812;0,60;-;20
6;ODS;36;Paulus Libor Mgr.;42;ODS;ODS;500;0,71;-;32
6;ODS;24;Pavlickova Katerina MUDr.;61;ODS;ODS;869;1,23;-;20
5;HLVZHURU;23;Pavlikova Hana Mgr.;46;HLVZHURU;BEZPP;42;1,62;-;-
5;HLVZHURU;18;Pavlu Rene;48;HLVZHURU;BEZPP;31;1,19;-;-
11;KDU-CSL;22;Pavlu Tomas Mgr.;47;KDU-CSL;KDU-CSL;246;0,76;-;21
4;TOP 09;4;Peckova Gabriela MUDr.;56;TOP 09;TOP 09;5502;4,07;*;4
24;KC;14;Pejrimovsky Josef Mgr. Ing.;68;KC;KC;22;1,82;-;-
20;ANO 2011;21;Pekar Vasil Silvestr Ing. Ph.D.;67;ANO 2011;ANO 2011;262;0,27;-;16
22;LEV 21;6;Pelc Vladimir PhDr.;59;LEV 21;LEV 21;6;1,59;-;-
6;ODS;28;Perlin Radim RNDr. Ph.D.;51;ODS;ODS;1039;1,47;-;24
2;Svobodni;10;Pesan Pavel Bc.;39;Svobodni;Svobodni;97;0,44;-;-
1;CSSD;20;Pestova Katerina;30;CSSD;CSSD;1401;1,69;-;16
21;KSCM;13;Petelik Jaromir Mgr.;30;KSCM;KSCM;966;1,93;-;11
4;TOP 09;36;Petr Jan Mgr.;34;TOP 09;TOP 09;413;0,30;-;29
5;HLVZHURU;29;Petr Milos Ing.;26;HLVZHURU;BEZPP;21;0,81;-;-
9;Zmena;4;Petran Zdenek MUDr.;60;Zmena;BEZPP;142;3,22;-;-
1;CSSD;10;Petrus Roman;35;CSSD;CSSD;1082;1,30;-;7
17;Usvit;16;Petrina Martin Ing.;34;Usvit;BEZPP;142;0,75;-;15
18;DSSS;1;Petrivalsky Jiri;30;DSSS;DSSS;174;7,03;-;-
11;KDU-CSL;8;Philipp Tom MUDr. Ph.D., MBA;44;KDU-CSL;KDU-CSL;1785;5,56;-;5
23;SZ;18;Pickova Ilona Ing.;46;SZ;SZ;188;0,49;-;-
11;KDU-CSL;28;Pikalek Dan Bc.;42;KDU-CSL;KDU-CSL;218;0,68;-;27
13;Suveren.;29;Pilarova Gabriela;34;Suveren.;BEZPP;7;0,87;-;-
20;ANO 2011;33;Pistora Zdenek Ing.;54;ANO 2011;ANO 2011;197;0,20;-;28
4;TOP 09;8;Plisek Martin Mgr.;38;TOP 09;TOP 09;1866;1,38;-;1
12;PB;31;Plzak Petr;52;PB;BEZPP;6;0,48;-;-
3;Pirati;12;Podhajsky Jan Mgr.;37;Pirati;Pirati;348;1,63;-;-
23;SZ;32;Pokorna Martina Mgr.;42;SZ;SZ;207;0,54;-;-
22;LEV 21;9;Pokorny Libor Ing.;57;LEV 21;LEV 21;6;1,59;-;-
20;ANO 2011;20;Polach Martin Ing. arch.;34;ANO 2011;ANO 2011;727;0,75;-;15
6;ODS;12;Polak Ferdinand MUDr. Ph.D.;41;ODS;ODS;3006;4,27;-;8
3;Pirati;14;Polak Michael;39;Pirati;Pirati;201;0,94;-;-
2;Svobodni;5;Polanecky Jan Ing.;36;Svobodni;Svobodni;479;2,18;-;-
4;TOP 09;2;Polcak Stanislav JUDr.;33;TOP 09;STAN;9004;6,66;*;2
22;LEV 21;10;Pondelicek Jiri;49;LEV 21;LEV 21;7;1,86;-;-
12;PB;25;Popelka Mirko;42;PB;BEZPP;1;0,08;-;-
2;Svobodni;7;Potuznik Petr MUDr.;44;Svobodni;Svobodni;500;2,28;-;-
10;SsCR;11;Princova Kristina;59;SsCR;BEZPP;10;1,35;-;-
3;Pirati;4;Profant Ondrej;25;Pirati;Pirati;750;3,51;-;-
24;KC;16;Prochazka Jan Mgr.;27;KC;BEZPP;13;1,07;-;-
13;Suveren.;25;Prochazka Jindrich;57;Suveren.;BEZPP;1;0,12;-;-
11;KDU-CSL;21;Prochazkova Tereza Bc.;26;KDU-CSL;KDU-CSL;300;0,93;-;20
5;HLVZHURU;16;Prokesova Jana Mgr.;43;HLVZHURU;BEZPP;76;2,93;-;-
20;ANO 2011;27;Prokop Josef MVDr.;58;ANO 2011;ANO 2011;714;0,73;-;22
22;LEV 21;23;Prokop Vaclav;66;LEV 21;LEV 21;2;0,53;-;-
12;PB;33;Prokop Zdenek;49;PB;BEZPP;1;0,08;-;-
10;SsCR;5;Promberger Jiri Mgr.;65;SsCR;SsCR;13;1,76;-;-
15;SPOZ;7;Prsala Pavel Ing. CSc.;61;SPOZ;SPOZ;154;2,83;-;-
9;Zmena;5;Prudkova Ludmila Ing.;56;Zmena;BEZPP;55;1,24;-;-
18;DSSS;9;Puc Petr;51;DSSS;DSSS;63;2,54;-;-
22;LEV 21;32;Pucholt Milan;42;LEV 21;LEV 21;0;0,00;-;-
5;HLVZHURU;10;Pulec Petr;43;HLVZHURU;UNP;40;1,54;-;-
20;ANO 2011;11;Pulgret Karel;33;ANO 2011;ANO 2011;297;0,30;-;6
13;Suveren.;5;Purnoch Milan Mgr.;51;Suveren.;BEZPP;13;1,62;-;-
13;Suveren.;14;Pycha Miroslav Ing.;56;Suveren.;BEZPP;3;0,37;-;-
23;SZ;31;Radil Jan Bc.;29;SZ;SZ;41;0,10;-;-
9;Zmena;22;Radinova Svatava;36;Zmena;BEZPP;13;0,29;-;-
24;KC;11;Raschel Petr JUDr.;60;KC;BEZPP;24;1,99;-;-
11;KDU-CSL;2;Razkova Daniela PhDr.;51;KDU-CSL;KDU-CSL;2258;7,04;-;4
6;ODS;23;Recman Jan Mgr.;32;ODS;ODS;578;0,82;-;19
16;OBC_2011;9;Reiman Josef;71;OBC_2011;BEZPP;6;1,31;-;-
9;Zmena;34;Reimann Zdenek;71;Zmena;BEZPP;6;0,13;-;-
23;SZ;16;Rejchrtova Alzbeta Mgr.;66;SZ;SZ;455;1,20;-;-
23;SZ;26;Rejchrtova Petra Mgr.;44;SZ;SZ;270;0,71;-;-
10;SsCR;10;Rejmon Jiri;57;SsCR;SsCR;17;2,30;-;-
23;SZ;22;Rendlova Simona Ing.;54;SZ;SZ;201;0,53;-;-
1;CSSD;27;Riedlbauchova Lubica Mgr.;69;CSSD;CSSD;381;0,46;-;23
1;CSSD;34;Rodig Daniel Ing.;37;CSSD;CSSD;279;0,33;-;30
9;Zmena;10;Rosslerova Regina;53;Zmena;KH;38;0,86;-;-
22;LEV 21;36;Rostasova Edita;51;LEV 21;LEV 21;1;0,26;-;-
11;KDU-CSL;24;Rouskova Ivana;48;KDU-CSL;KDU-CSL;239;0,74;-;23
13;Suveren.;6;Ruml Vladimir Bc.;25;Suveren.;BEZPP;17;2,13;-;-
23;SZ;13;Rut Ondrej Mgr.;31;SZ;SZ;630;1,66;-;-
17;Usvit;12;Ruzek Jaroslav Ing. CSc.;60;Usvit;BEZPP;194;1,03;-;11
20;ANO 2011;14;Ruzicka Martin Bc.;29;ANO 2011;ANO 2011;217;0,22;-;9
2;Svobodni;20;Ruzicka Zdislav;63;Svobodni;Svobodni;94;0,42;-;-
2;Svobodni;30;Rybar Jiri;25;Svobodni;Svobodni;80;0,36;-;-
20;ANO 2011;30;Rydl Karel Bc.;28;ANO 2011;ANO 2011;175;0,18;-;25
24;KC;10;Rysava Romana;50;KC;BEZPP;16;1,32;-;-
20;ANO 2011;12;Ricar Jan MBA;29;ANO 2011;ANO 2011;552;0,57;-;7
13;Suveren.;9;Riha Jakub MUDr.;42;Suveren.;BEZPP;16;2,00;-;-
11;KDU-CSL;15;Riha Vladimir MUDr.;64;KDU-CSL;KDU-CSL;991;3,09;-;14
11;KDU-CSL;10;Rivnacova Irena Ing.;64;KDU-CSL;KDU-CSL;323;1,00;-;9
5;HLVZHURU;9;Satran Eugen;26;HLVZHURU;UNP;24;0,92;-;-
2;Svobodni;34;Seckar Alois Bc.;25;Svobodni;Svobodni;101;0,46;-;-
15;SPOZ;10;Sekera Tomas Mgr. MBA;48;SPOZ;SPOZ;110;2,02;-;-
13;Suveren.;26;Semecky Marcel;51;Suveren.;Suveren.;3;0,37;-;-
21;KSCM;1;Semelova Marta Mgr.;53;KSCM;KSCM;3291;6,58;*;2
6;ODS;27;Scholz Petr;24;ODS;ODS;719;1,02;-;23
4;TOP 09;13;Schwarz Otto MUDr.;60;TOP 09;TOP 09;2442;1,80;-;6
4;TOP 09;1;Schwarzenberg Karel;75;TOP 09;TOP 09;37794;27,97;*;1
9;Zmena;19;Sikora Roman MgA.;43;Zmena;BEZPP;27;0,61;-;-
2;Svobodni;22;Skalicky Jan Ing.;52;Svobodni;Svobodni;80;0,36;-;-
21;KSCM;17;Skoupil Karel;60;KSCM;KSCM;148;0,29;-;15
4;TOP 09;25;Slabihoudek Tomas;35;TOP 09;TOP 09;508;0,37;-;18
20;ANO 2011;24;Slaby Martin;46;ANO 2011;ANO 2011;201;0,20;-;19
17;Usvit;21;Slama Michal;31;Usvit;BEZPP;110;0,58;-;20
2;Svobodni;2;Smetka Radim;25;Svobodni;Svobodni;752;3,43;-;-
9;Zmena;24;Smiskova Zuzana Mgr.;31;Zmena;HS;33;0,74;-;-
10;SsCR;22;Smolikova Jaroslava;70;SsCR;BEZPP;1;0,13;-;-
15;SPOZ;2;Smrcka Lubos doc. Ing. CSc.;52;SPOZ;SPOZ;429;7,90;-;-
9;Zmena;2;Smrz Milan;65;Zmena;"Z";155;3,52;-;-
17;Usvit;36;Snopek Frantisek;38;Usvit;BEZPP;73;0,38;-;35
18;DSSS;10;Sojka Libor;58;DSSS;DSSS;24;0,97;-;-
5;HLVZHURU;11;Solis Daniel Lic. LL.M.;45;HLVZHURU;UNP;138;5,32;-;-
4;TOP 09;26;Sova Jan Mgr.;32;TOP 09;TOP 09;570;0,42;-;19
17;Usvit;13;Spalenka Peter Ing.;66;Usvit;VV;127;0,67;-;12
17;Usvit;28;Spilka Petr Bc.;31;Usvit;BEZPP;63;0,33;-;27
24;KC;1;Srb Vaclav;55;KC;KC;107;8,87;-;-
17;Usvit;19;Stach Michal;30;Usvit;BEZPP;139;0,74;-;18
9;Zmena;36;Stach Stanislav Ing. CSc.;76;Zmena;BEZPP;10;0,22;-;-
12;PB;6;Stanek Frantisek;57;PB;BEZPP;4;0,32;-;-
4;TOP 09;19;Starek Jan;30;TOP 09;TOP 09;456;0,33;-;12
2;Svobodni;28;Steigerwald Daniel;33;Svobodni;Svobodni;158;0,72;-;-
2;Svobodni;9;Strachota Jiri Mgr. CSc.;66;Svobodni;Svobodni;363;1,65;-;-
9;Zmena;23;Strejcek Vladimir Mgr.;65;Zmena;KH;8;0,18;-;-
23;SZ;7;Stropnicky Matej PhDr.;30;SZ;SZ;3586;9,46;-;-
2;Svobodni;14;Strunz Pavel RNDr. CSc.;49;Svobodni;Svobodni;282;1,28;-;-
13;Suveren.;1;Streda Leos MUDr.;50;Suveren.;BEZPP;55;6,89;-;-
1;CSSD;2;Stupcuk Stepan JUDr.;37;CSSD;CSSD;3209;3,88;*;3
3;Pirati;16;Sura Ales Ing. Bc.;36;Pirati;Pirati;225;1,05;-;-
10;SsCR;8;Svetlik George;62;SsCR;KONS;18;2,43;-;-
3;Pirati;18;Svetnicka Karel Mgr. et Bc.;53;Pirati;BEZPP;208;0,97;-;-
6;ODS;2;Svoboda Bohuslav doc. MUDr. CSc.;69;ODS;ODS;14953;21,24;*;2
1;CSSD;13;Svoboda Miroslav Ing.;51;CSSD;CSSD;1392;1,68;-;9
10;SsCR;2;Svoboda Slavomir;58;SsCR;BEZPP;26;3,52;-;-
11;KDU-CSL;33;Svoboda Tomas PhDr. Bc. Ph.D.;40;KDU-CSL;KDU-CSL;250;0,78;-;32
2;Svobodni;31;Sykora Petr Mgr.;28;Svobodni;Svobodni;95;0,43;-;-
11;KDU-CSL;13;Sykora Petr Ing.;49;KDU-CSL;KDU-CSL;273;0,85;-;12
18;DSSS;4;Sykorova Jana Ing.;45;DSSS;BEZPP;68;2,74;-;-
18;DSSS;6;Szwachulova Ivana;51;DSSS;DSSS;52;2,10;-;-
21;KSCM;25;Safranek Ladislav Mgr. Ing. CSc., MBA;67;KSCM;KSCM;311;0,62;-;23
10;SsCR;24;Safrankova Milada;45;SsCR;BEZPP;8;1,08;-;-
17;Usvit;1;Sarapatka Milan Ing. Mgr. Ph.D.;57;Usvit;BEZPP;1377;7,34;*;1
9;Zmena;6;Satavova Monika;49;Zmena;KH;77;1,74;-;-
17;Usvit;30;Sefl Jakub DiS.;25;Usvit;BEZPP;125;0,66;-;29
10;SsCR;30;Sefl Ladislav;64;SsCR;SsCR;0;0,00;-;-
17;Usvit;9;Sefl Petr;61;Usvit;BEZPP;125;0,66;-;8
11;KDU-CSL;11;Simacek Milan Ing. Bc.;51;KDU-CSL;BEZPP;340;1,06;-;10
23;SZ;20;Simackova Laurencikova Klara Mgr.;34;SZ;SZ;563;1,48;-;-
15;SPOZ;19;Simova Michaela Ing.;46;SPOZ;SPOZ;32;0,58;-;-
21;KSCM;28;Simsa Petr;40;KSCM;KSCM;257;0,51;-;26
5;HLVZHURU;25;Simunek Robert;47;HLVZHURU;BEZPP;30;1,15;-;-
21;KSCM;14;Simunkova Lenka;23;KSCM;KSCM;1223;2,44;-;12
15;SPOZ;12;Simunkova Martina Ing.;49;SPOZ;SPOZ;109;2,00;-;-
20;ANO 2011;25;Sirc Jakub;21;ANO 2011;ANO 2011;513;0,53;-;20
1;CSSD;7;Skrak Pavol Ing.;62;CSSD;CSSD;411;0,49;-;4
18;DSSS;22;Smejkal Rudolf;48;DSSS;BEZPP;14;0,56;-;-
12;PB;20;Smoldas Josef;60;PB;BEZPP;11;0,89;-;-
18;DSSS;18;Smolikova Sarka;27;DSSS;DSSS;20;0,80;-;-
4;TOP 09;33;Snajdr Jan Ing.;42;TOP 09;TOP 09;995;0,73;-;26
12;PB;16;Snebergova Lenka;54;PB;BEZPP;18;1,46;-;-
12;PB;10;Snoblova Eva Mgr.;57;PB;BEZPP;23;1,87;-;-
22;LEV 21;7;Solkova Anezka;59;LEV 21;LEV 21;4;1,06;-;-
20;ANO 2011;8;Spanhel Jiri Ing.;63;ANO 2011;ANO 2011;777;0,80;-;3
17;Usvit;26;Sperling Josef;41;Usvit;BEZPP;144;0,76;-;25
20;ANO 2011;18;Spitalska Alena Ing.;61;ANO 2011;ANO 2011;312;0,32;-;13
1;CSSD;15;Splichal Karel PhDr.;66;CSSD;CSSD;2117;2,56;-;11
2;Svobodni;8;Spoljaric Damir;25;Svobodni;Svobodni;176;0,80;-;-
24;KC;15;Sramek Ferdinand;44;KC;KC;26;2,15;-;-
18;DSSS;13;Sramkova Helena;47;DSSS;BEZPP;42;1,69;-;-
21;KSCM;26;Stainc Jiri Mgr.;32;KSCM;KSCM;858;1,71;-;24
2;Svobodni;26;Stampach Tomas Bc.;29;Svobodni;Svobodni;66;0,30;-;-
5;HLVZHURU;19;Stepankova Hana;35;HLVZHURU;BEZPP;10;0,38;-;-
22;LEV 21;19;Sterzlova Daniela;40;LEV 21;LEV 21;8;2,12;-;-
5;HLVZHURU;27;Storek Jiri;44;HLVZHURU;SBB;8;0,30;-;-
2;Svobodni;27;Stross Pavel Bc.;26;Svobodni;Svobodni;57;0,26;-;-
18;DSSS;23;Subrt Jiri;32;DSSS;BEZPP;12;0,48;-;-
5;HLVZHURU;26;Sulc Vladimir;48;HLVZHURU;SBB;19;0,73;-;-
21;KSCM;5;Sulda Ludvik BBA;34;KSCM;KSCM;1421;2,84;-;3
10;SsCR;15;Supsak Petr;50;SsCR;SsCR;9;1,21;-;-
6;ODS;18;Svarc Frantisek;60;ODS;ODS;841;1,19;-;14
9;Zmena;33;Sverma Miroslav;29;Zmena;BEZPP;6;0,13;-;-
15;SPOZ;22;Talanda Petr Ing. MBA;50;SPOZ;SPOZ;21;0,38;-;-
12;PB;35;Terc Vaclav;60;PB;BEZPP;6;0,48;-;-
24;KC;26;Thurzo Ladislav;62;KC;KC;4;0,33;-;-
23;SZ;15;Tiser Stanislav;56;SZ;"SRP";630;1,66;-;-
17;Usvit;17;Tomasek Premysl Ing.;59;Usvit;BEZPP;155;0,82;-;16
22;LEV 21;12;Topinka Petr JUDr.;55;LEV 21;LEV 21;9;2,39;-;-
11;KDU-CSL;14;Trckova Jitka MgA. ak. soch.;68;KDU-CSL;KDU-CSL;324;1,01;-;13
1;CSSD;8;Trkova Jana MUDr.;60;CSSD;CSSD;1826;2,20;-;5
23;SZ;19;Trnka Jan MUDr. Ph.D., M.Phil.;35;SZ;SZ;780;2,05;-;-
11;KDU-CSL;9;Tumova Pavla RNDr. Ph.D.;39;KDU-CSL;KDU-CSL;1104;3,44;-;8
18;DSSS;35;Uhlarova Michaela;21;DSSS;BEZPP;12;0,48;-;-
4;TOP 09;21;Ulm Karel Mgr.;32;TOP 09;TOP 09;1268;0,93;-;14
4;TOP 09;35;Urban Milan Dr. Ing.;53;TOP 09;TOP 09;873;0,64;-;28
5;HLVZHURU;28;Urbanova Monika;38;HLVZHURU;UNP;11;0,42;-;-
10;SsCR;14;Vacek Jaroslav;62;SsCR;SsCR;11;1,49;-;-
1;CSSD;14;Vaclavek Miroslav Ing.;58;CSSD;CSSD;1000;1,20;-;10
15;SPOZ;30;Vaclavik Pavel Bc.;26;SPOZ;SPOZ;28;0,51;-;-
15;SPOZ;33;Vaclavik Pavel;49;SPOZ;SPOZ;3;0,05;-;-
1;CSSD;21;Vaicova Marie Ing.;68;CSSD;CSSD;312;0,37;-;17
22;LEV 21;28;Valentova Helena;61;LEV 21;BEZPP;3;0,79;-;-
4;TOP 09;10;Valchar Petr;26;TOP 09;BEZPP;769;0,56;-;3
20;ANO 2011;2;Valkova Helena prof. JUDr. CSc.;62;ANO 2011;BEZPP;4950;5,12;*;2
12;PB;27;Vanatkova Svetlana;44;PB;BEZPP;6;0,48;-;-
18;DSSS;24;Vanickova Lenka;47;DSSS;BEZPP;10;0,40;-;-
4;TOP 09;28;Vasicek Jan Ing.;39;TOP 09;TOP 09;648;0,47;-;21
5;HLVZHURU;21;Vavra Josef Ing.;60;HLVZHURU;SBB;17;0,65;-;-
